,adult,backdrop_path,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,belongs_to_collection.id,belongs_to_collection.name,belongs_to_collection.poster_path,belongs_to_collection.backdrop_path,belongs_to_collection
0,False,/92ByOurbPtxJG3jAuJexNWkpWJB.jpg,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",,13501,tt0484111,"['GB', 'US']",en,The Good Night,"Gary, a musician, is trapped in an unhappy relationship with his live-in lover, Dora. He becomes enthralled with a beautiful seductress who enters his dreams, and tries to control his dream-state so he can spend more and more time with her. When Gary sees his mystery woman's face on a bus billboard, he discovers she is real, and fate brings him an opportunity to meet her.",11.499,/74TDF1OMKOkTonAUbtbsJOdqtVy.jpg,"[{'id': 769, 'logo_path': '/j8zjbr6CzgiOj4kdtkTkwjdn0b3.png', 'name': 'Destination Films', 'origin_country': 'US'}, {'id': 4384, 'logo_path': None, 'name': 'Tempesta Films', 'origin_country': 'US'}, {'id': 11278, 'logo_path': None, 'name': 'Inferno Distribution', 'origin_country': 'US'}, {'id': 8848, 'logo_path': None, 'name': 'MHF Zweite Academy Film', 'origin_country': 'DE'}, {'id': 114737, 'logo_path': None, 'name': 'Grosvenor Park Media', 'origin_country': 'US'}, {'id': 7768, 'logo_path': None, 'name': 'Arcade Films', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-01-25,508084,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Dreaming is believing.,The Good Night,False,5.3,120,,,,,
0,False,/dUEFKK9iUIjadCVLVBaP0azpLce.jpg,10000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.warnerbros.com/land-women,13067,tt0419843,['US'],en,In the Land of Women,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",11.746,/xUPcfIgHmmCnW3wLyocKLxfhRrM.jpg,"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 10039, 'logo_path': '/b8w4LldQolMKiLZw4FQJBcXSDGI.png', 'name': 'Anonymous Content', 'origin_country': 'US'}, {'id': 3323, 'logo_path': None, 'name': 'Land Films Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-20,17562071,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Get ready to fall,In the Land of Women,False,5.89,477,,,,,
0,False,/h31RPUnvGXNhUui3EY43kq4ZoIU.jpg,0,"[{'id': 35, 'name': 'Comedy'}]",,13168,tt0780608,['US'],en,Smiley Face,"Jane, a struggling but perpetually stoned actress, has a busy day ahead. She has several important tasks on her list, including buying more marijuana. Even though she already has a good start on the day's planned drug use, she eats her roommate's pot-laced cupcakes and embarks on a series of misadventures all over Los Angeles.",12.745,/kGQZGujjw8S6NKs5C8nugsMtol.jpg,"[{'id': 1474, 'logo_path': None, 'name': 'Desperate Pictures', 'origin_country': 'US'}, {'id': 10039, 'logo_path': '/b8w4LldQolMKiLZw4FQJBcXSDGI.png', 'name': 'Anonymous Content', 'origin_country': 'US'}, {'id': 37829, 'logo_path': None, 'name': 'ApolloProMovie & Co. 3. Filmproduktion', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-16,179381,84,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,High. How are you?,Smiley Face,False,5.95,272,,,,,
0,False,/tu0ci5qZNsozmMvGpLU3SX0Vyz1.jpg,4500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,14913,tt0900357,['US'],en,Boogeyman 2,"A young woman attempts to cure her phobia of the boogeyman by checking herself into a mental health facility, only to realize too late that she is now helplessly trapped with her own greatest fear.",13.88,/zPtDUBYzbbTnTsLXIfoOHGg8Gux.jpg,"[{'id': 769, 'logo_path': '/j8zjbr6CzgiOj4kdtkTkwjdn0b3.png', 'name': 'Destination Films', 'origin_country': 'US'}, {'id': 768, 'logo_path': None, 'name': 'Ghost House Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-20,1798418,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fear. In The Flesh.,Boogeyman 2,False,5.443,261,96937.0,Boogeyman Collection,/4Y5BQhx2YnKUpdP0xsX6lcl3bpC.jpg,/oVP6PrxHf4D745QJ2Pp8ojSpcqF.jpg,
0,False,/fiRs0tMsgYoOg8EVOvzjTFghfTN.jpg,4000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,20714,tt0488478,['RU'],ru,12,"A loose remake of “12 Angry Men”, “12” is set in contemporary Moscow where 12 very different men must unanimously decide the fate of a young Chechen accused of murdering his step-father, a Russian army officer. Consigned to a makeshift jury room in a school gymnasium, one by one each man takes center stage to confront, connect, and confess while the accused awaits a verdict and revisits his heartbreaking journey through war in flashbacks.",7.232,/7bl0aH8u7oBcd4QK9Fml01IN8KU.jpg,"[{'id': 3467, 'logo_path': '/pumbDNR4udEagb3ldNUMFSA85Fn.png', 'name': 'Studio Trite', 'origin_country': 'RU'}, {'id': 24544, 'logo_path': None, 'name': 'Federal Agency for Culture and Cinematograph', 'origin_country': ''}, {'id': 170585, 'logo_path': '/1nUzkMSbZOzoYgHHhBSJ5xGwnIm.png', 'name': 'Mosfilm', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2007-06-06,7537453,159,"[{'english_name': 'Chechen', 'iso_639_1': 'ce', 'name': ''}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,12,False,6.598,373,,,,,
0,False,/LnrDPXpq4HTBe35PklNEblKXvX.jpg,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,15289,tt0871427,['US'],en,Babylon 5: The Lost Tales - Voices in the Dark,"This latest installment of Babylon 5 is in two parts: the first, is about an entity that has possessed a worker. It wants to be exorcised but Col. Lochley prevents the priest &amp; sends it &amp; the host both back to Earth. The second is about Galen trying to dupe President Sheridan into assassinating the future Centauri President to stop him possibly attacking Earth in 30 years time.",12.481,/vJfaGrtbugADGYdlmtI6xfWxfpB.jpg,"[{'id': 17, 'logo_path': '/7Qu05UOqxdTGLl3kOvkRBv723Vz.png', 'name': 'Warner Bros. Entertainment', 'origin_country': 'US'}, {'id': 4160, 'logo_path': None, 'name': 'Lost Tales Films', 'origin_country': ''}, {'id': 4161, 'logo_path': None, 'name': 'NS Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-03,0,75,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Babylon 5: The Lost Tales - Voices in the Dark,False,6.41,101,10441.0,Babylon 5 Collection,/4SmQl6eoFuyvHPj1noqqKf93yK6.jpg,/mpiKaJZSIDVGbuKxL1KyQPxeW6Y.jpg,
0,False,/zjVE6yJE3UvQbBTB6QbiN3fK52m.jpg,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.amightyheartmovie.com/,1988,tt0829459,"['GB', 'US']",en,A Mighty Heart,"Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearl's life and death.",7.977,/z5f7KPg8vqqYXtaF0wUkSWryDIg.jpg,"[{'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 163, 'logo_path': None, 'name': 'Revolution Films', 'origin_country': 'GB'}, {'id': 838, 'logo_path': '/tcW3UqV46Mdq6GyaS1ydEDocEDF.png', 'name': 'Paramount Vantage', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-22,18928871,108,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Lithuanian', 'iso_639_1': 'lt', 'name': 'Lietuvių'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Urdu', 'iso_639_1': 'ur', 'name': 'اردو'}]",Released,One woman dared to keep hope alive.,A Mighty Heart,False,6.432,316,,,,,
0,False,/cSR493LjJxDmRy3hPpk9YCPHfZn.jpg,16000000,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",,14044,tt0881200,"['CN', 'HK']",zh,集结号,"Follows a soldier trying to gain recognition for comrades who died in 1948, at a turning point in the civil war between the communists and the nationalist forces of the Kuomintang.",13.763,/d8drBimtE0UFLlIh8BrLyk0C8Ad.jpg,"[{'id': 76634, 'logo_path': None, 'name': 'Huayi Brothers Media Corporation', 'origin_country': ''}, {'id': 5552, 'logo_path': '/wdtjT9x5OG7nLusPctACI3i7Im2.png', 'name': 'Media Asia Films', 'origin_country': 'HK'}, {'id': 3407, 'logo_path': '/iVMjKOFyRvm9PW45lW1wW6TSvnj.png', 'name': 'Shanghai Film Group', 'origin_country': 'CN'}, {'id': 4685, 'logo_path': '/8CjP87zDJs7P476SMIoeJfIieOe.png', 'name': 'MK Pictures', 'origin_country': 'KR'}, {'id': 2269, 'logo_path': None, 'name': 'China Film Co-Production Corp.', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}]",2007-10-09,34786960,123,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Every sacrifice deserves to be immortalized.,Assembly,False,6.919,130,,,,,
0,False,/pdhwL4wePKQduRDCDWBPFfpIUH1.jpg,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",,69315,tt0991178,['US'],en,Battlestar Galactica: Razor,A two-hour Battlestar Galactica special that tells the story of the Battlestar Pegasus several months prior to it finding the Galactica.,9.476,/tO3EoFJj0FJjKelDW5SUtquDIy2.jpg,"[{'id': 3585, 'logo_path': None, 'name': 'David Eick Productions', 'origin_country': ''}, {'id': 7534, 'logo_path': None, 'name': 'R&D TV', 'origin_country': ''}, {'id': 11282, 'logo_path': '/31kQdVc0G6w7BrA5KW4N9waz9Bi.png', 'name': 'USA Cable Entertainment', 'origin_country': 'US'}, {'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-12,0,88,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fear gets you killed. Anger keeps you alive.,Battlestar Galactica: Razor,False,7.129,392,91697.0,Battlestar Galactica (Reboot) Collection,/ftyqh0sAnCIIu87hyuqd5jd7IAG.jpg,/fzHofvAjG9bLdgsblvz12Mv8UbX.jpg,
0,False,/24n13gyUjKHZXR31XGmGFef9BQM.jpg,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,13019,tt0913445,"['CA', 'US']",en,Young People Fucking,"On a Tuesday night, five couples have separate sexual adventures. Matt and Kris, friends for years, want to have an only-once, no-strings good time. Abby and Andrew, married, celebrate his birthday, but it's marred by angst and miscommunication. Mia and Eric are exes, making sure they are over each other. Jaime and Ken work together and this is a first date. Inez and Gord invite his roommate, Dave, to join them. By the time each couple has gone through a prelude, foreplay, sex, an interlude, orgasm, and afterglow, they've answered basic questions: can sex be anonymous, are we bored, is our marriage really finished, does anyone tell the truth, and how do we make someone happy?",13.219,/g5LhutkdYsKyDePtqrRw7c3OTce.jpg,"[{'id': 5106, 'logo_path': '/UjER6i4eM9WuBCVxSSWFtMrsuT.png', 'name': 'Copperheart Entertainment', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-05,0,90,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Coming Together Has Never Been So Complicated.,Young People Fucking,False,5.746,207,,,,,
0,False,/sdiPGIHnizmdicPlcpzyPosBJTT.jpg,4500000,"[{'id': 18, 'name': 'Drama'}]",,1922,tt0762110,"['BE', 'DE', 'FR', 'LU', 'GB']",en,Irina Palm,"Maggie, a quiet retiring grandmother, finds herself helpless as her grandson’s health deteriorates. When one last chance appears, but money is desperately short, Maggie acts to raise the cash in a fashion that surprises everyone but her.",13.67,/3h7miVXulTHbpa4NWyUUcguO90e.jpg,"[{'id': 789, 'logo_path': '/rQ0fru0nm1oCsz2npnAgXEl11AH.png', 'name': 'Pallas Film', 'origin_country': 'DE'}, {'id': 790, 'logo_path': '/k0MnHFovKIeev0ANR0Ww6HO6tfF.png', 'name': 'Samsa Film', 'origin_country': 'LU'}, {'id': 791, 'logo_path': None, 'name': 'Ipso Facto Productions', 'origin_country': 'GB'}, {'id': 792, 'logo_path': '/cRhBQP1FFNugNxKkO1pUgeD2Rkr.png', 'name': 'RTBF', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2007-02-13,0,103,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Irina Palm,False,6.906,154,,,,,
0,False,/3AwZB0U5hQY2KM2iHBt2wbKf1bT.jpg,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",https://mk2films.com/en/film/paranoid-park/,1990,tt0842929,['US'],en,Paranoid Park,"A teenage skateboarder becomes suspected of being connected with a security guard who suffered a brutal death in a skate park called ""Paranoid Park"".",8.709,/qdxQ8vZJoZuLqU9MXYW2vnRwhan.jpg,"[{'id': 6274, 'logo_path': '/7maUXkVK7nbKILS08jwlCJXWKZj.png', 'name': 'MK2 Films', 'origin_country': 'FR'}, {'id': 7428, 'logo_path': None, 'name': 'Meno Film Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-07-12,486000,85,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Could you hide a deadly secret?,Paranoid Park,False,6.5,520,,,,,
0,False,/i7oKytMBPC0uJwPFDpfr3DsDxkL.jpg,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",,13391,tt0970472,['JP'],ja,ベクシル 2077日本鎖国,"2067: Isolation:  Japan seals herself off from the eyes of the world in the face of unilateral international policy setting strict limits on the use of robotic technology. The island nation exists only behind a veil of seclusion. No soul shall enter. No soul shall leave.  2077: Revelation:  The veil is breached. Japan is infiltrated by agents of the organization S.W.O.R.D., a fighting force operating outside of the protection of the United States and her allies. Their mission: Determine if the Japanese are developing banned robotic bio-technology, forbidden due to its threat to humankind. In the battle between machine and man, humanity stands to suffer most.",13.595,/xF5je4N99eoh94Zahus2Nhm45Yl.jpg,"[{'id': 2788, 'logo_path': None, 'name': 'Avex Entertainment', 'origin_country': 'JP'}, {'id': 7394, 'logo_path': None, 'name': 'Oxybot', 'origin_country': ''}, {'id': 11543, 'logo_path': None, 'name': 'CCRE', 'origin_country': ''}, {'id': 5261, 'logo_path': None, 'name': 'Shogakukan Production', 'origin_country': 'JP'}, {'id': 9149, 'logo_path': '/isLUpud9N56ifftJZ4XvzwBBpoG.png', 'name': 'Shogakukan', 'origin_country': 'JP'}, {'id': 1393, 'logo_path': '/lUACMATs6jcscXIrzNCQzbvNVN5.png', 'name': 'TBS', 'origin_country': 'JP'}, {'id': 7542, 'logo_path': '/15mlqcBV6kxXSUbPvqxpeMMtzae.png', 'name': 'Yahoo! Japan', 'origin_country': 'JP'}, {'id': 192, 'logo_path': '/93eAKlnQecDdMtucfOprzcjMw9V.png', 'name': 'Shochiku', 'origin_country': 'JP'}, {'id': 5805, 'logo_path': '/jiTDwr7CelkRTSJt8or6WipN75c.png', 'name': 'Studio Aoi', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2007-08-18,0,109,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,The dark secret of future Tokyo!,Vexille,False,6.674,152,,,,,
0,False,/crwSXtFrmH3y9IAdzy3JzYVenSj.jpg,8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,13079,tt0815178,['US'],en,The Life Before Her Eyes,"As the 15th anniversary of a fatal high school shooting approaches, former pupil Diana McFee is haunted by memories of the tragedy. After losing her best friend Maureen in the attack, Diana has been profoundly affected by the incident - her seemingly perfect life shaped by the events of that day.",9.208,/1Kmy4EfYegTyQNQeHZomTWvmFPe.jpg,"[{'id': 846, 'logo_path': '/1ITLcfP6CoW7fPhJUfWsJhFwbOU.png', 'name': '2929 Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-08,0,90,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Your life can change in an instant. That instant can last forever.,The Life Before Her Eyes,False,6.081,273,,,,,
0,False,/cXN62FQwOoBcKlIJ9uE3Cn5wHAc.jpg,0,"[{'id': 99, 'name': 'Documentary'}]",,13958,tt0923752,['US'],en,The King of Kong: A Fistful of Quarters,"In this hilarious arcade showdown, a humble novice goes head-to-head against the reigning Donkey Kong champ in a confrontation that rocks the gaming world to its processors! For over 20 years, Billy Mitchell has owned the throne of the Donkey Kong world. No one could beat his top score until now. Newcomer Steve Wiebe claims to have beaten the unbeatable, but Mitchell isn't ready to relinquish his crown without a fight. Go behind the barrels as the two battle it out in a vicious war to earn the title of the true King of Kong.",11.703,/xA1F4P4ZYxVA12Aa5mK9R8q4oIc.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11486, 'logo_path': None, 'name': 'Picturehouse Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-25,0,83,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Don't get chumpatized,The King of Kong: A Fistful of Quarters,False,7.756,440,,,,,
0,False,/6Uw2IGTqNAz8l5wXxKc9LJB99Dm.jpg,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.sonyclassics.com/thejaneaustenbookclub/,5951,tt0866437,['US'],en,The Jane Austen Book Club,"Six Californians start a club to discuss the works of Jane Austen. As they delve into Austen's literature, the club members find themselves dealing with life experiences that parallel the themes of the books they are reading.",8.197,/9O8LgoBqOGrKXpYFQXVHOxoRNg2.jpg,"[{'id': 1092, 'logo_path': '/dU2S6qBrsMkBFFkAbcUnJ7p3Izh.png', 'name': 'Mockingbird Pictures', 'origin_country': 'US'}, {'id': 59963, 'logo_path': None, 'name': 'John Calley Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-09,7163566,106,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,You don't have to know the books to be in the club,The Jane Austen Book Club,False,6.5,367,,,,,
0,False,/qnhHOuo0Hh7DWb3kcJjv63f9iFF.jpg,0,"[{'id': 35, 'name': 'Comedy'}]",,14666,tt0795361,['US'],en,Cougar Club,"When Spence and Hogan graduate from college, life is bleak. They have to work for heinous divorce lawyers that torture them. Spence has a girlfriend from hell and Hogan just wants to start his life already. As luck would have it, our two young men are presented with an opportunity, they develop a club of young men devoted to the older woman, the ""Cougar"" if you will.",11.987,/byiwGpCCTyQ5SwPA3oqakF8n2Qt.jpg,"[{'id': 7617, 'logo_path': None, 'name': 'Open Sky Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-01-01,0,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Hunt Is On,Cougar Club,False,3.779,43,,,,,
0,False,/jvcFReHMtxRjgymn8kgWcEfPoxN.jpg,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",http://www.postal-the-movie.com/,2728,tt0486640,"['US', 'CA']",en,Postal,"The story begins with a regular Joe who tries desperately to seek employment, but embarks on a violent rampage when he teams up with cult leader Uncle Dave. Their first act is to heist an amusement park, only to learn that the Taliban are planning the same heist as well. Chaos ensues, and now the Postal Dude must not only take on terrorists but also political figures.",6.442,/io5rib01NcGDQ05uXMTc2SINuq7.jpg,"[{'id': 1199, 'logo_path': None, 'name': 'Running With Scissors', 'origin_country': 'US'}, {'id': 1062, 'logo_path': None, 'name': 'Boll Kino Beteiligungs GmbH & Co. KG', 'origin_country': 'DE'}, {'id': 5723, 'logo_path': None, 'name': 'Pitchblack Pictures', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-18,146741,102,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Some comedies go too far... others start there.,Postal,False,4.625,331,,,,,
0,False,/hNoAUhjs0kALlU8bJeBsdSXq7RQ.jpg,852510,"[{'id': 18, 'name': 'Drama'}]",,2009,tt1032846,['RO'],ro,"4 luni, 3 săptămîni și 2 zile",Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,9.942,/acEtvzFPeOQwbzRWncjRLenhnKV.jpg,"[{'id': 859, 'logo_path': '/wK6ssskf1QaGp057lSYb6fa3Nwc.png', 'name': 'Saga Film', 'origin_country': 'BE'}, {'id': 5545, 'logo_path': '/A9JHyYxaCXaxqsVQCw9kRsrwqNm.png', 'name': 'Mobra Films', 'origin_country': 'RO'}, {'id': 69462, 'logo_path': '/qTfuW7oZZPSAOXD7HTfBaL5n9E8.png', 'name': 'CNC', 'origin_country': 'RO'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",2007-08-24,1185783,114,"[{'english_name': 'Romanian', 'iso_639_1': 'ro', 'name': 'Română'}]",Released,At what moment do we begin to live?,"4 Months, 3 Weeks and 2 Days",False,7.535,715,,,,,
0,False,/snPM5sBGoZSm8g81yyqxsXmyzP6.jpg,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",http://www.dhentertainment.com/projects/1.my-name-bruce/,1961,tt0489235,['US'],en,My Name Is Bruce,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,7.93,/et2f1JBW533ZzYiCEA2T7nwzcs1.jpg,"[{'id': 552, 'logo_path': '/9dGdLfm3GteWeUDtD9c9tvlidUG.png', 'name': 'Dark Horse Entertainment', 'origin_country': 'US'}, {'id': 3086, 'logo_path': '/iksa7hXQMvPIzfSq0Tuo4WPU8gc.png', 'name': 'Image Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-01,173066,86,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,False,5.833,329,,,,,
0,False,/zPUmk3KLtsD8612GxnMcVoyIFyU.jpg,45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",http://www.acrosstheuniverse.com/,4688,tt0445922,['US'],en,Across the Universe,"When young dockworker Jude leaves Liverpool to find his estranged father in the United States, he is swept up by the waves of change that are re-shaping the nation. Jude falls in love with Lucy, who joins the growing anti-war movement. As the body count in Vietnam rises, political tensions at home spiral out of control and the star-crossed lovers find themselves in a psychedelic world gone mad.",8.679,/447c8Te3DXC46rQvDEixKGO4dS6.jpg,"[{'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 598, 'logo_path': None, 'name': 'Team Todd', 'origin_country': 'US'}, {'id': 87390, 'logo_path': None, 'name': 'Gross Entertainment', 'origin_country': ''}, {'id': 37298, 'logo_path': None, 'name': 'Sound Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-14,29625761,133,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,All you need is love.,Across the Universe,False,7.143,1318,,,,,
0,False,/kAgCJcSO4kbVRtaMW8YWHiZPHxr.jpg,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,10247,tt0760311,['US'],en,He Was a Quiet Man,An unhinged office worker who planned to go on a shooting spree at his workplace struggles with his newfound status as a hero after he ends up stopping a shooting spree instead.,11.426,/iNchxsjU0zkOnkPQnRItkRNVvRF.jpg,"[{'id': 2811, 'logo_path': None, 'name': 'Neo Art & Logic', 'origin_country': ''}, {'id': 52465, 'logo_path': None, 'name': 'Quiet Man Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-23,0,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He seemed like such a nice guy.. He pretty much kept to himself...,He Was a Quiet Man,False,6.392,311,,,,,
