,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,plus_mins,expected_plus_mins,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO_pct,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G,Is_Offense,Salary_log
696,0.775,95-01-28,Gothenburg,,SWE,SWE,71,165,2010.0,5.0,132.0,R,Heed,Tim,D,S.J,1,0,0,0,0,0,0,0.2,0,19,989,16.5,16.48,16.48,29.2,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0,0.0,4.0,4,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,63.0,62.4,0.0,0,0.0,1.0,-1.0,0,0,1,2,0.0,1.0,2.0,20.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.1,0,0,0,0,0,15.0,10.0,10.0,7.0,5.0,5.0,0.7,0.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2,3.0,5.0,2.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,39.87,2,0.0,91.1,0.4,0.43,0,-0.25489224962879004
697,0.6925,97-02-16,Westmont,IL,USA,USA,72,189,2011.0,4.0,95.0,R,Russo,Robbie,D,DET,19,0,0,0,0,0,2,-0.4,2,379,18319,285.8,16.07,15.73,29.3,0.0,6.3,0.908,971.0,1.68,2.52,40.0,-4,-0.84,36.0,40,27.0,16.0,18,18,0.5,1.0,0.0,2.0,2.0,60.4,57.9,0.0,24,23.0,47.0,-24.0,13,13,0,13,13.0,0.0,10.0,4.3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,5,1,0,8,1,2,2.0,0.0,1,-0.7,1,0,0,0,0,235.0,234.0,178.0,184.0,127.0,131.0,8.2,10.9,28.0,38.0,8.0,12.0,3.0,3.0,11.0,10.0,14,13,118.0,115.0,121.0,168.0,46.0,15.0,16.0,16.0,-0.4,0.9,0.5,688.76,39,24.0,98.5,2.5,0.14,0,-0.36744704092064345
698,0.6925,99-03-21,Mississauga,ON,CAN,CAN,76,230,2013.0,4.0,101.0,L,Paul,Nick,LW/C,OTT,1,0,0,0,0,0,-2,0.4,0,20,989,16.5,16.48,16.48,27.5,0.0,0.0,0.75,750.0,0.0,3.64,0.0,-1,-3.64,6.0,6,6.0,4.0,4,4,0.5,3.0,0.0,1.0,1.0,26.0,28.9,0.0,3,3.0,3.0,0.0,2,0,1,0,0.0,1.0,0.0,0.0,5,8,5.0,8.0,38.5,72.2,1,4,3,0,1,4,0,0,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0.0,0.0,0,0.0,0,0,0,0,0,18.0,12.0,14.0,5.0,10.0,4.0,1.3,0.7,7.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,4,0,6.0,12.0,8.0,6.0,2.0,4.0,0.0,0.0,0.0,-0.1,-0.1,43.52,3,0.0,109.3,0.4,0.37,1,-0.36744704092064345
699,1.5,83-06-19,Flesherton,ON,CAN,CAN,73,209,1998.0,6.0,161.0,R,Neil,Chris,RW,OTT,53,1,3,1,2,4,-11,1.7,63,616,24077,401.0,7.57,7.57,15.7,66.7,3.1,0.917,948.0,0.9,2.39,27.3,-10,-1.5,66.0,66,51.0,42.0,42,42,4.1,17.0,2.0,7.0,9.0,30.0,29.4,59.5,108,108.0,48.0,60.0,9,9,11,20,9.0,11.0,20.0,5.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,4,6,5,1,4,20,21,9,20.0,8.0,-12,-11.0,14,7,0,0,0,333.0,389.0,240.0,279.0,191.0,192.0,13.7,15.4,49.0,40.0,6.0,16.0,16.0,18.0,19.0,18.0,35,36,181.0,184.0,316.0,214.0,48.0,44.0,47.0,28.0,-0.6,0.0,-0.6,2154.43,198,8.5,108.0,0.4,0.01,1,0.4054651081081644
700,0.6,97-03-07,Herning,,DNK,DNK,75,216,2011.0,1.0,29.0,L,Jensen,Nicklas,RW/LW,NYR,7,0,0,0,0,0,-2,-0.9,0,96,3874,64.4,9.22,9.21,17.4,0.0,5.3,0.923,976.0,1.86,1.86,50.0,0,0.0,18.0,18,11.0,8.0,8,8,0.3,1.0,0.0,0.0,0.0,44.0,40.6,0.0,7,7.0,5.0,2.0,3,1,2,2,1.0,2.0,2.0,4.8,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,5,0,0,0.0,0.0,0,0.1,0,0,0,0,0,80.0,42.0,57.0,30.0,38.0,26.0,4.1,2.2,16.0,10.0,2.0,2.0,3.0,0.0,4.0,0.0,7,0,21.0,27.0,28.0,29.0,5.0,3.0,4.0,5.0,-0.2,0.0,-0.2,305.04,9,0.0,113.6,1.5,0.21,1,-0.5108256237659907
701,5.0,92-11-21,New Canaan,CT,USA,USA,74,215,2007.0,1.0,22.0,L,Pacioretty,Max,LW,MTL,81,35,32,18,14,67,15,8.5,38,2005,93198,1545.9,19.18,19.15,32.0,73.6,10.4,0.923,1027.0,3.53,2.06,63.2,38,1.47,500.0,500,385.0,268.0,268,268,24.7,89.0,17.0,29.0,46.0,33.1,30.8,282.7,63,63.0,143.0,-80.0,117,47,44,35,47.0,44.0,35.0,2.8,27,23,27.0,23.0,54.0,3.2,2,0,5,5,20,18,6,7,7,7,21,11,2,7,7,1,0,0,4,0,1,7,3,0,20,0,4,26,87,21,0,10,43,14,0,180,19,16,18.0,15.0,-3,-2.5,19,0,0,0,0,1701.0,1256.0,1257.0,936.0,878.0,691.0,79.2,60.6,269.0,206.0,91.0,53.0,70.0,40.0,95.0,95.0,165,135,768.0,817.0,479.0,704.0,289.0,168.0,109.0,82.0,6.9,2.4,9.3,3277.64,136,5.6,114.8,81.2,1.0,1,1.6094379124341003
702,1.25,97-10-13,Eau Claire,WI,USA,USA,73,209,2012.0,2.0,44.0,L,McCabe,Jake,D,BUF,76,3,17,10,7,20,-7,-9.3,26,2036,94415,1571.1,20.7,20.69,35.6,30.8,9.0,0.913,1002.0,2.48,3.17,43.9,-18,-0.69,176.0,176,119.0,79.0,79,79,4.3,10.0,8.0,13.0,21.0,50.3,48.8,209.6,73,73.0,131.0,-58.0,40,46,29,114,46.0,29.0,114.0,7.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,5,34,0,1,14,22,1,0,41,13,14,12.0,10.0,1,5.6,13,0,0,0,0,1321.0,1625.0,1001.0,1262.0,726.0,953.0,61.2,77.5,206.0,258.0,65.0,83.0,41.0,64.0,96.0,64.0,137,128,716.0,745.0,542.0,496.0,209.0,156.0,73.0,85.0,0.6,3.4,4.0,2838.63,213,7.8,112.5,13.5,0.18,0,0.22314355131420976
703,0.6,93-07-26,Grosse Pointe Woods,MI,USA,USA,72,185,2007.0,3.0,89.0,R,Tropp,Corey,RW/LW,ANA,1,0,0,0,0,0,-1,0.1,0,16,568,9.5,9.47,9.47,20.6,0.0,0.0,0.5,500.0,0.0,6.34,0.0,-1,-6.34,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2,2.0,0.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,10.0,4.0,7.0,4.0,5.0,2.0,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,6.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1,36.46,2,0.0,88.7,0.2,0.15,1,-0.5108256237659907
704,0.6,90-10-28,St. Louis,MO,USA,USA,73,196,2005.0,4.0,96.0,L,Butler,Chris,D,STL,1,0,0,0,0,0,0,-0.6,0,26,1288,21.5,21.47,21.47,35.8,0.0,20.0,0.933,1133.0,2.79,2.79,50.0,0,0.0,3.0,3,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0,0.0,2.0,-2.0,0,1,0,2,1.0,0.0,2.0,8.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0.1,0,0,0,0,0,13.0,25.0,8.0,21.0,5.0,15.0,0.3,1.1,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1,2,8.0,11.0,6.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,38.53,2,0.0,106.1,-0.3,-0.28,0,-0.5108256237659907
705,0.8325,98-09-17,Longueuil,QC,CAN,CAN,77,221,2013.0,1.0,20.0,L,Mantha,Anthony,RW,DET,60,17,19,6,13,36,10,10.9,53,1210,57246,933.7,15.88,15.78,28.6,78.3,9.2,0.909,1001.0,2.96,2.06,59.0,14,0.9,211.0,216,181.0,129.0,133,133,15.4,57.0,9.0,15.0,24.0,28.2,26.0,111.5,46,45.0,54.0,-9.0,52,39,26,33,36.0,26.0,33.0,4.9,5,6,5.0,6.0,45.5,1.3,1,1,2,1,2,4,1,0,3,4,3,2,2,1,3,0,0,0,2,0,0,7,0,0,8,0,5,5,42,19,0,16,26,5,2,65,15,12,15.0,15.0,-3,0.4,9,5,0,1,0,919.0,671.0,689.0,504.0,499.0,351.0,47.2,31.3,166.0,105.0,46.0,32.0,27.0,21.0,37.0,42.0,64,63,430.0,412.0,261.0,314.0,141.0,93.0,58.0,51.0,3.2,1.7,4.9,2327.74,137,8.0,102.2,39.8,0.67,1,-0.18332205712753813
706,4.0833,98-08-23,Jyv_skyl_,,FIN,FIN,74,206,2012.0,1.0,22.0,L,Maatta,Olli,D,PIT,55,1,6,4,2,7,17,7.6,12,1386,59611,992.2,18.07,18.06,32.7,15.2,9.0,0.936,1026.0,2.78,2.24,55.4,9,0.54,129.0,129,88.0,66.0,66,66,2.2,1.0,4.0,5.0,9.0,56.9,49.5,79.0,72,72.0,129.0,-57.0,22,30,11,102,30.0,11.0,102.0,9.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,19,1,0,30,3,0,0,32,6,6,6.0,6.0,0,3.3,6,0,0,0,0,884.0,1082.0,657.0,782.0,510.0,575.0,42.9,52.1,133.0,163.0,46.0,37.0,46.0,49.0,32.0,36.0,78,85,466.0,539.0,421.0,457.0,134.0,114.0,55.0,63.0,-0.4,2.6,2.3,2038.75,186,13.8,118.9,16.2,0.29,0,1.4069054850240006
707,0.6925,97-01-21,Dublin,OH,USA,USA,74,205,2011.0,5.0,133.0,L,Kuraly,Sean,C,BOS,8,0,1,0,0,1,-1,0.8,2,115,4416,73.6,9.2,9.2,17.0,100.0,2.5,0.933,958.0,0.82,1.63,33.3,-1,-0.82,21.0,21,15.0,11.0,11,11,0.9,3.0,1.0,0.0,1.0,33.9,31.8,0.0,9,9.0,6.0,3.0,4,0,2,1,0.0,2.0,1.0,2.0,1,2,1.0,2.0,33.3,3.9,0,0,0,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,3,0,0,6,1,1,1.0,1.0,0,-1.0,1,0,0,0,0,69.0,49.0,50.0,40.0,40.0,30.0,2.4,2.1,7.0,8.0,1.0,2.0,1.0,2.0,3.0,3.0,4,5,41.0,35.0,39.0,26.0,3.0,8.0,5.0,4.0,-0.1,0.1,0.0,360.63,12,11.0,96.2,1.6,0.2,1,-0.36744704092064345
708,0.85,95-05-10,Hamilton,ON,CAN,CAN,75,219,2009.0,4.0,120.0,L,Chiarot,Ben,D,WPG,59,2,10,4,6,12,2,-3.3,33,1166,54237,899.5,15.32,15.29,28.7,34.3,9.6,0.915,1011.0,2.33,3.0,43.8,-10,-0.67,102.0,102,60.0,49.0,49,49,2.3,8.0,0.0,3.0,3.0,56.3,48.5,65.0,78,78.0,115.0,-37.0,11,46,13,94,46.0,13.0,94.0,10.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,10,2,0,20,5,0,1,21,14,3,15.0,5.0,-11,-8.2,13,1,0,0,0,655.0,942.0,483.0,695.0,365.0,530.0,31.3,45.5,113.0,168.0,35.0,45.0,28.0,33.0,44.0,57.0,72,90,406.0,424.0,428.0,387.0,165.0,115.0,49.0,70.0,0.4,1.5,1.9,2238.16,206,7.0,106.5,7.5,0.13,0,-0.16251892949777494
709,0.8,93-12-01,Mississauga,ON,CAN,CAN,73,200,2008.0,2.0,37.0,R,Goloubef,Cody,D,COL,33,0,5,2,3,5,-11,-5.7,25,760,33639,559.6,16.98,16.98,30.8,29.4,6.8,0.895,963.0,1.82,3.32,35.4,-14,-1.5,62.0,62,43.0,35.0,35,35,1.6,0.0,0.0,0.0,0.0,56.7,32.8,63.4,30,30.0,15.0,15.0,8,7,5,33,7.0,5.0,33.0,6.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,16,4,0,0,13,11,3,11.0,3.0,-8,-4.6,10,1,0,0,0,471.0,554.0,344.0,408.0,250.0,294.0,18.5,25.7,45.0,63.0,17.0,31.0,8.0,23.0,20.0,17.0,28,40,283.0,262.0,217.0,143.0,60.0,60.0,39.0,28.0,-0.1,0.5,0.4,1260.09,89,3.5,109.9,3.3,0.1,0,-0.2231435513142097
710,2.75,97-03-15,East Palestine,OH,USA,USA,73,206,2011.0,1.0,15.0,L,Miller,J.T.,LW/RW/C,NYR,82,22,34,21,13,56,17,-10.3,21,1896,80523,1339.5,16.37,16.36,28.0,78.9,11.7,0.915,1032.0,3.18,2.73,53.8,10,0.45,233.0,233,188.0,132.0,132,132,14.9,61.0,4.0,14.0,18.0,28.5,25.5,310.5,101,101.0,102.0,-1.0,56,51,49,56,51.0,49.0,56.0,4.1,157,200,157.0,200.0,44.0,29.2,43,51,36,59,78,90,65,74,35,50,100,132,1,2,6,3,0,0,0,3,2,7,4,0,6,1,6,11,38,9,5,17,25,14,1,61,9,10,9.0,10.0,1,3.3,8,1,0,0,0,1167.0,1363.0,882.0,991.0,608.0,717.0,59.9,68.2,222.0,235.0,71.0,61.0,27.0,56.0,52.0,55.0,79,111,556.0,668.0,429.0,428.0,240.0,189.0,65.0,66.0,4.9,1.9,6.8,3437.63,179,18.8,113.3,41.9,0.51,1,1.0116009116784799
711,0.725,95-11-02,Minneapolis,MN,USA,USA,74,202,2010.0,2.0,31.0,R,Pitlick,Tyler,RW/C,EDM,31,8,3,2,1,11,0,-2.3,6,455,18459,307.7,9.92,9.92,19.2,84.6,9.6,0.916,1012.0,2.54,2.34,52.0,1,0.2,76.0,76,64.0,54.0,54,54,4.6,17.0,1.0,4.0,5.0,29.1,26.8,34.4,70,70.0,32.0,38.0,10,8,3,13,8.0,3.0,13.0,4.8,8,7,8.0,7.0,53.3,5.2,1,0,3,0,4,7,2,1,3,4,5,5,0,1,1,0,0,0,1,0,0,1,1,1,4,0,0,1,9,10,1,2,13,2,1,25,3,4,3.0,4.0,1,0.0,3,0,0,0,0,238.0,271.0,178.0,192.0,136.0,143.0,9.8,11.3,34.0,48.0,13.0,12.0,4.0,12.0,9.0,11.0,13,23,151.0,139.0,201.0,142.0,49.0,23.0,15.0,17.0,1.3,0.3,1.6,1293.06,89,24.3,99.3,11.0,0.35,1,-0.32158362412746233
712,0.8675,98-07-20,Ajax,ON,CAN,CAN,73,205,2012.0,2.0,61.0,L,Shore,Devin,C,DAL,82,13,20,13,7,33,-4,1.7,14,1664,69547,1158.6,14.13,14.13,25.4,73.3,7.7,0.918,995.0,2.33,2.18,51.7,3,0.16,213.0,213,171.0,115.0,115,115,17.8,73.0,13.0,12.0,25.0,20.5,19.1,335.1,44,44.0,64.0,-20.0,56,25,26,71,25.0,26.0,71.0,6.8,221,249,221.0,249.0,47.0,45.5,56,81,87,91,78,77,54,72,81,96,132,146,0,6,0,1,0,0,1,0,0,1,3,0,8,0,2,4,50,14,2,4,15,14,1,65,7,15,6.0,13.0,8,8.9,7,0,0,0,0,1162.0,1045.0,851.0,742.0,586.0,515.0,59.2,45.8,208.0,147.0,45.0,42.0,45.0,37.0,47.0,42.0,92,79,515.0,517.0,322.0,404.0,174.0,123.0,51.0,51.0,1.9,1.0,2.8,3398.94,129,10.0,114.3,31.7,0.39,1,-0.14213976716112273
713,6.0,88-04-30,Welland,ON,CAN,CAN,73,212,,,,R,Girardi,Dan,D,NYR,63,4,11,2,9,15,8,-9.0,16,1669,72208,1199.8,19.1,19.08,34.4,31.3,9.4,0.918,1012.0,2.4,2.75,46.6,-7,-0.35,125.0,125,81.0,56.0,56,56,2.3,4.0,1.0,4.0,5.0,55.0,47.0,49.5,107,107.0,91.0,16.0,25,46,10,166,46.0,10.0,166.0,12.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,1,0,1,0,1,3,21,0,1,22,5,1,0,27,8,8,8.0,6.0,0,1.1,8,0,0,0,0,948.0,1384.0,723.0,974.0,511.0,673.0,45.5,64.1,152.0,219.0,48.0,55.0,31.0,42.0,58.0,56.0,89,98,565.0,721.0,388.0,389.0,208.0,174.0,47.0,71.0,0.6,2.7,3.3,2283.22,289,14.6,116.6,9.0,0.14,0,1.791759469228055
714,3.9,96-04-25,Scarborough,ON,CAN,CAN,72,201,2010.0,2.0,47.0,R,Toffoli,Tyler,C/RW/LW,L.A,63,16,18,9,9,34,6,6.8,22,1380,62694,1041.1,16.58,16.56,28.1,64.2,8.5,0.902,987.0,3.05,2.42,55.8,11,0.63,322.0,322,240.0,165.0,165,165,17.5,63.0,14.0,17.0,31.0,29.2,29.9,138.6,54,54.0,78.0,-24.0,75,31,19,4,31.0,19.0,4.0,0.5,2,3,2.0,3.0,40.0,0.4,0,0,1,0,1,3,2,0,0,0,1,3,1,3,2,1,0,0,0,0,2,2,2,0,10,1,1,7,66,20,1,20,24,10,1,89,10,6,11.0,6.0,-4,-6.5,10,0,0,0,0,1223.0,790.0,891.0,598.0,620.0,427.0,56.4,37.2,189.0,127.0,53.0,42.0,52.0,35.0,65.0,42.0,117,77,579.0,541.0,397.0,403.0,157.0,67.0,53.0,44.0,2.6,1.8,4.4,2660.06,80,7.3,116.0,45.7,0.73,1,1.3609765531356006
715,0.9,87-10-08,Fort McMurray,AB,CAN,CAN,72,200,2002.0,1.0,6.0,L,Upshall,Scottie,RW/LW,STL,73,10,8,6,2,18,-1,-2.5,45,1296,48107,801.1,10.98,10.98,20.1,72.0,8.5,0.917,1002.0,1.87,2.62,41.7,-10,-0.75,141.0,142,108.0,84.0,85,86,6.8,20.0,4.0,12.0,16.0,31.5,28.1,141.0,99,99.0,72.0,27.0,24,18,16,21,18.0,16.0,21.0,2.6,3,9,3.0,9.0,25.0,1.7,1,3,0,4,2,2,1,3,0,4,2,4,0,1,1,2,0,0,1,0,1,0,1,0,6,0,1,1,22,3,2,3,9,4,0,64,21,13,21.0,10.0,-8,-12.2,20,1,0,0,0,514.0,801.0,392.0,591.0,293.0,420.0,22.2,38.7,65.0,126.0,25.0,35.0,23.0,38.0,23.0,26.0,46,64,334.0,361.0,438.0,335.0,62.0,81.0,65.0,44.0,0.9,0.9,1.8,3182.09,166,5.8,98.5,11.3,0.16,1,-0.10536051565782628
716,0.625,94-10-02,Calgary,AB,CAN,CAN,70,185,,,,L,Dowling,Justin,C,DAL,9,0,2,1,1,2,0,-0.6,2,144,5654,94.3,10.47,10.47,21.5,66.7,6.8,0.952,1021.0,1.91,1.27,60.0,1,0.64,21.0,21,14.0,11.0,11,11,1.3,6.0,0.0,4.0,4.0,26.5,25.0,0.0,1,1.0,8.0,-7.0,3,1,3,0,1.0,3.0,0.0,0.0,38,31,38.0,31.0,55.1,83.1,15,15,20,13,3,3,17,13,10,9,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,6,1,0,2.0,0.0,-1,-2.0,1,0,0,0,0,84.0,70.0,60.0,57.0,44.0,42.0,3.9,3.9,14.0,12.0,3.0,2.0,0.0,3.0,8.0,3.0,8,6,45.0,38.0,19.0,37.0,10.0,9.0,4.0,8.0,0.0,0.1,0.0,343.73,3,4.0,98.0,2.3,0.26,1,-0.4700036292457356
717,0.645,99-11-09,Kadan,,CZE,CZE,72,180,2014.0,7.0,205.0,R,Kase,Ondrej,RW,ANA,53,5,10,7,3,15,-1,7.7,18,935,37473,624.1,11.78,11.78,23.1,71.4,6.3,0.919,983.0,2.02,2.12,48.8,-1,-0.1,145.0,145,107.0,77.0,77,77,8.4,26.0,8.0,12.0,20.0,26.1,24.1,190.0,42,42.0,60.0,-18.0,30,33,23,14,33.0,23.0,14.0,2.7,1,6,1.0,6.0,14.3,1.2,0,0,0,1,1,5,0,2,0,2,1,3,1,0,2,0,0,0,3,0,0,0,1,0,1,0,3,3,24,11,0,7,12,6,2,39,9,10,9.0,10.0,1,-0.9,9,0,0,0,0,598.0,525.0,459.0,392.0,331.0,272.0,29.5,23.0,95.0,77.0,21.0,22.0,21.0,17.0,41.0,29.0,62,46,327.0,235.0,321.0,259.0,128.0,59.0,39.0,32.0,0.5,0.7,1.2,2076.9,74,7.2,108.0,19.3,0.36,1,-0.43850496218636453
718,0.8325,98-09-12,Helsinki,,FIN,FIN,71,178,2012.0,1.0,18.0,L,Teravainen,Teuvo,LW/C/RW,CAR,81,15,27,12,15,42,-6,5.8,16,1710,78927,1292.7,16.23,16.14,28.7,68.9,8.4,0.907,992.0,2.83,2.18,56.5,14,0.65,291.0,298,230.0,164.0,169,169,16.4,59.0,14.0,12.0,26.0,33.0,31.3,248.0,27,26.0,77.0,-51.0,68,67,51,33,65.0,51.0,32.0,3.5,193,220,193.0,220.0,46.7,35.7,42,48,73,82,78,90,59,72,69,72,131,139,1,1,2,1,0,0,0,2,2,4,2,0,5,1,2,4,61,7,3,29,43,10,1,76,8,11,7.0,10.0,3,5.2,8,0,0,0,0,1414.0,911.0,1051.0,710.0,725.0,508.0,74.4,44.5,256.0,149.0,61.0,47.0,66.0,37.0,67.0,51.0,133,88,628.0,528.0,339.0,469.0,224.0,195.0,50.0,66.0,2.6,1.5,4.1,3209.85,76,9.8,107.9,51.3,0.64,1,-0.18332205712753813
719,0.925,00-07-24,Kuopio,,FIN,FIN,73,185,2014.0,1.0,22.0,R,Kapanen,Kasperi,RW,TOR,8,1,0,0,0,1,-2,-0.1,0,137,5134,85.6,10.7,10.7,19.3,100.0,3.1,0.895,926.0,0.7,2.8,20.0,-3,-2.1,18.0,18,14.0,11.0,11,11,1.0,3.0,0.0,1.0,1.0,28.2,28.9,0.0,6,6.0,5.0,1.0,3,4,2,2,4.0,2.0,2.0,2.6,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,5,1,0,3,0,2,0.0,2.0,2,2.0,0,0,0,0,0,64.0,77.0,47.0,58.0,32.0,38.0,2.6,4.1,8.0,11.0,1.0,4.0,0.0,2.0,2.0,2.0,2,4,38.0,26.0,48.0,44.0,20.0,6.0,2.0,10.0,0.0,0.0,0.0,358.38,8,0.0,98.8,1.9,0.24,1,-0.0779615414697118
720,4.25,94-10-07,Landskrona,,SWE,SWE,73,204,2009.0,1.0,24.0,L,Johansson,Marcus,LW/C/RW,WSH,82,24,34,18,16,58,25,10.0,10,1613,83610,1388.8,17.0,16.98,30.4,60.4,12.1,0.928,1049.0,4.15,1.64,71.6,58,2.51,220.0,220,165.0,129.0,129,129,14.1,55.0,6.0,8.0,14.0,26.3,24.6,283.0,32,32.0,109.0,-77.0,36,48,40,22,48.0,40.0,22.0,2.2,13,15,13.0,15.0,46.4,2.2,0,2,4,2,9,11,6,4,3,5,9,10,2,3,5,3,0,0,1,2,2,5,4,0,10,0,1,6,29,15,2,14,26,9,1,62,5,17,5.0,16.0,12,14.9,5,0,0,0,0,1478.0,992.0,1112.0,741.0,795.0,528.0,77.4,47.4,263.0,161.0,96.0,38.0,49.0,40.0,66.0,79.0,115,119,625.0,652.0,330.0,479.0,262.0,168.0,64.0,80.0,5.1,2.4,7.5,3177.54,64,14.4,106.7,61.6,0.75,1,1.4469189829363254
721,6.5,98-10-13,Brampton,ON,CAN,CAN,75,195,2013.0,1.0,6.0,L,Monahan,Sean,C,CGY,82,27,31,15,16,58,-1,0.8,20,1835,86478,1439.1,17.58,17.57,30.0,71.6,9.9,0.915,1014.0,3.38,2.33,59.1,25,1.04,348.0,348,266.0,199.0,199,199,27.5,115.0,28.0,12.0,40.0,24.7,23.7,266.6,34,34.0,35.0,-1.0,67,44,50,25,44.0,50.0,25.0,2.1,743,701,743.0,701.0,51.5,95.8,156,171,221,196,366,334,255,226,241,248,446,424,2,4,4,1,0,0,2,0,3,2,0,0,20,2,1,10,54,14,1,9,20,23,0,132,10,9,10.0,8.0,-1,1.9,10,0,0,0,0,1533.0,1183.0,1112.0,916.0,819.0,659.0,78.2,58.4,268.0,193.0,81.0,56.0,61.0,48.0,59.0,64.0,120,112,768.0,740.0,324.0,304.0,266.0,179.0,78.0,93.0,5.2,1.7,6.9,3365.95,79,8.4,113.2,56.9,0.69,1,1.8718021769015913
